,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time,rc_src
9232,6870268,곤약냉면,36913.0,16.0,1462.0,기타,초스피드,가공식품류,면/만두,가격도 착함~! 맛도 착함~! 칼로리도 착함~! 과정도 착함~! 시원하면서 새콤달콤 맛난 곤약냉면을  10분도 안걸리게 후다닥 만들어 보아용^~^  ,[재료] 냉면육수 1봉지| 실곤약 1봉지 [양념] 고추장 2/3T| 간장 1/2T| 고춧가루 1T| 설탕 1.5T| 다진마늘 1/2T| 식초 3T| 겨자 1/2T| 다진 김치 3T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/01/2ae4ddfd410b7243fe5bc710fcf6e93c1_m.jpg
9291,6870879,연두부샐러드,43864.0,34.0,2333.0,비빔,다이어트,콩/견과류,샐러드,간단 한 끼로도 영양면에선 손색없고 가푼 하게 특히 다이어트 할 때 좋은 연두부 샐러드 만들었어요  양념장 만들어 연두부 위에 얹어주면  밥반찬으로도 좋은 거 같구요  보드라운 연두부와 토마토     아삭한 양상추 위에 상큼한 샐러드드레싱만 만들어 얹어주면 초간단으로 만들 수 있답니다    ,[재료] 연두부 300그램| 방울토마토 7개| 양상추 1줌| 무순 약간 [샐러드드래싱] 간장 3큰술| 올리고당 1작은술| 식초 1큰술| 참기름 1큰술| 다진마늘 1작은술,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/06/ad2969d73216e38378ee2c1938908ba31_m.jpg
9299,6870997,연두부채소샐러드,25322.0,25.0,1554.0,기타,다이어트,가공식품류,샐러드,부드러운 연두부 채소 샐러드~ 맛있는 간장소스 레시피,[샐러드 재료] 연두부 1 팩| 베이비 채소 1/2 팩| 다진 마늘 1/2t| 쪽파 1| 홍고추 1/3개 [양념 재료] 양조간장 1T| 설탕 1t| 고춧가루 1t| 참기름 1t| 깨소금 1t,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/09/9230c0446ebf924834ee691c67b1c26f1_m.jpg
9355,6871432,오이맛살말이,18622.0,11.0,883.0,무침,간식,채소류,샐러드,점점더 날은 더워지고 이젠 아침부터 더워지더라구요. 이럴때에 아침식사로 뭘해야할지 고민이 많아지는데요. 그렇다고 아침부터 냉국수를 할 수도 없고요. 간단하게 요기를 할 수 있는 오이맛살마끼를 만들어 보았죠. ,[재료] 오이 1/3개| 맛살 3개| 마요네즈 2큰술| 꿀 1작은술| 소금 조금| 후추 조금| 레몬즙 2방울,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/18/7416fb58ce8812b0feada16d60291c5a1_m.jpg
9361,6871465,연두부채소샐러드,8464.0,14.0,370.0,기타,다이어트,가공식품류,샐러드,연두부와 양상추 채소 샐러드~ 가볍게 다이어트해요~,[샐러드 재료] 연두부 1| 양상추 2~3장| 양파 1/6개| 베이비채소 약간 [간장드레싱 재료] 양조간장 1.5T| 설탕 1/2t| 연겨자 1/2t| 소금 조금| 들기름 1T| 식초 2/3T,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/19/ba436131c3cd6b60939b60de61774fbc1_m.jpg
9363,6871510,소고기오이주먹밥,20782.0,18.0,1061.0,볶음,초스피드,소고기,밥/죽/떡,오이 좋아하는 아가를 위한 주먹밥입니다 간편한 이유식으로 좋아요,[재료] 소고기 100g | 양파 1/4개| 오이 1/4개| 참기름| 표고소금| 통깨,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/855f37b606af6173150a26da742258f21_m.jpg
9366,6871626,열무비빔밥,129833.0,38.0,6228.0,비빔,일상,채소류,밥/죽/떡,외식도 싫고 배달음식도 싫고 집밥이 땡기는날.   그래서 냉장고 속을 뒤적뒤적 거려보니 친정엄마표 열무 김치가 보이더라구요.  그래서 오늘은 친정엄마표 열무김치로 열무 비빔밥을 만들어 보았어요^^,[재료] 밥 1공기| 열무 1/2밥공기양| 참치캔 100g(제일작은사이즈)| 계란 1개 [양념재료] 고추장 1스푼| 참기름 1스푼| 올리고당 1스푼| 깨 1스푼| 마늘 1/3스푼| 간장 1스푼,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/22/953f0774568fb7c1ccde8af812aec57a1_m.jpg
9375,6871754,소고기덮밥,32750.0,15.0,1840.0,볶음,초스피드,소고기,밥/죽/떡,매콤한  요리가 생각나면 매운고추가루 조금 더해서 갖은 양념에 고기를 재워  쌈요리도 좋고 간단하게 한그릇 요리로 뜨끈한 밥위에 얹어 먹음 진리일때가  있어요~! 아쉬운듯한 소고기 갈비살이 남았거든요 한그릇 요리할 양이네요 매콤한 양념으로 따뜻한 밥위에 얹어 먹음 좋을거  같다는 생각이~  ,[재료] 소고기 150그램| 양파 1/2개 [매콤소스] 고추장 1큰술| 매운고추가루 1큰술| 굴소스 1/2큰술| 올리고당 1큰술| 매실청 1작은술| 맛술 1큰술| 마늘 1작은술| 후추 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/23/edff9addd7f2169107f65dd4001bf0cd1_m.jpg
9381,6871815,계란초,19794.0,8.0,1461.0,삶기,다이어트,달걀/유제품,기타,삶은 계란 그냥 먹는 것 보다  요로코롬 해서 먹음 더 맛난다지요  ,[재료] 계란 2개| 오이 조금| 당근 조금 [양념] 초고추장 조금| 통깨 조금,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/26/d62fbae850e7ce54baaed8cde3ab50901_m.jpg
9382,6871816,가지피자,15334.0,15.0,813.0,굽기,다이어트,채소류,빵,다이어트 중 맛있게 드실 수 있는 저칼로리 한끼를 소개합니다.,[재료] 가지 중간것 1개| 양파 1/8개| 양송이 또는 느타리버섯 2개| 방울토마토 2개| 옥수수콘(생략 가능) 1T| 피자치즈 2~3줌 [양념] 토마토소스 5T| 올리브오일 1T| 소금 약간| 후추 약간,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/27/0fe684c515148a1d254c85249e240b541_m.jpg
9420,6872223,떡갈비볶음밥,14719.0,12.0,522.0,볶음,일상,돼지고기,밥/죽/떡,간단한끼,[재료] 떡갈비 1장| 대파 1/2대| 양파 1/4개| 당근 1/4개| 맛술 1| 간장 2| 밥 1공기,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/04/afe867d86dfd60e381eb6b5e3bd305a91_m.jpg
9425,6872268,무스비,5936.0,6.0,235.0,굽기,일상,쌀,밥/죽/떡,http://blog.naver.com/chez_sophie,[재료] 스팸 슬라이스 2장| 계란 1개| 슬라이스 치즈 1장| 김밥용 김 조금| 밥 작은 1공기| 참기름 약간| 통깨 약간,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/05/f5c656c16c0dd90bebd41c140a09d5ef1_m.jpg
9446,6872440,치킨강정,26976.0,12.0,1092.0,볶음,술안주,닭고기,메인반찬,치킨이 남는 일은 거의 없지만 ㅎㅎㅎ 일부러 남겨서 먹는 치킨강정입니다 :)  치킨 말고도 제품으로 나온 닭튀김을 사용하셔도 됩니다 ,[주재료] 치킨 또는 닭튀김 제품 300g [양념장] 고추장 0.5큰술| 케첩 1큰술| 진간장 0.5큰술| 올리고당 1큰술| 다진 마늘 0.5큰술| 맛술 1큰술| 설탕 1큰술,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/08/07b70623dde6b8f3863118a2fec260bf1_m.jpg
9449,6872448,칵테일새우호박볶음,16271.0,2.0,735.0,볶음,이유식,해물류,밑반찬,아가를위해 맵지않고 심심하게 볶은 반찬입니다,[재료] 칵테일새우 100g| 조선호박 1/4개| 쪽파| 새우젓| 들기름 1/2스푼| 참기름 1/3스푼,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/48f171b8cba98aab76de85fa0115434d1_m.jpg
9452,6872474,갈릭마요새우,247723.0,8.0,21651.0,볶음,일상,해물류,메인반찬,냉동실에 묵혀두었던 냉동새우 !  간단하게 맛있는 간식으로 만들어봤어요 ~ 술안주나 아이들 간식으로도 너무 좋은  갈릭마요새우 ~ 맛있답니다 ^^ http://blog.naver.com/qw3859,[재료] 냉동새우 1줌 [양념] 마요네즈 4큰술| 다진마늘 1큰술| 설탕 1큰술 [새우 밑간] 후추 약간| 소금 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/10/092788fb72da830f79991bde7d9c68831_m.jpg
9499,6872859,냉파스타,11974.0,1.0,607.0,무침,초스피드,달걀/유제품,면/만두,집에서 정말 간편하게 만들어 먹을 수 있는 이색적이면서 맛있는 파스타입니다~~^^,[재료] 건 스파게티 면 130g| 계란노른자 1개| 가쓰오쯔유(시중제품아무거나) 2스픈| 설탕 1/2티스픈(취향껏 조절) [고명] 통깨 약간| 김 1/4장| 잔파 3쪽| 다진마늘 1/2티스푼| 아무튀김or튀김가루,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/17/5dcdc989ba70923cc17f73d4f7370f2b1_m.jpg
9538,6873376,오이크래미롤,4946.0,0.0,221.0,무침,일상,채소류,밥/죽/떡,오랜만에 큰아이 아침을 준비하며...  입맛없는 아침 뭘할까 고민하다 준비한 아침입니다,[재료] 오이 1개| 크래미맛살 3개| 밥 1공기| 검은깨 조금 [양념] 마요네즈 3스푼| 머스터드 2스푼| 후추 톡톡| 굵은소금 조금| 꽃소금 조금 [단촛물] 식초2.5스푼| 설탕 1스푼| 꽃소금 1/5 스푼,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/24/37bc37291062afea547da63ff24229f41_m.jpg
9550,6873624,가지덮밥,61840.0,4.0,3644.0,볶음,일상,채소류,밥/죽/떡,매콤한 중화풍 가지볶음 덮밥~ 혼자 먹어도 맛있어요~,[가지 덮밥 재료] 밥 1공기| 가지 1개| 양파 1/2개| 대파 1토막| 매운고추 1개| 홍고추 1/2개| 달걀 1개| 식용유 약간 [양념 재료] 굴 소스 1/2T| 설탕 1/4T| 간장 1T| 물 4T| 들기름 1t| 후춧가루 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/27/0561765efc75a2614f152a071e424f2f1_m.jpg
9559,6873745,닭볶음밥,17971.0,2.0,925.0,볶음,일상,닭고기,밥/죽/떡,대학 졸업한지 어느덧 10년  오랜만에 대학교 근처에 놀러가면 그 시절 다니던 맛집이 그래도 있는 걸 보면 너무반가운데요 저에게도 사라지지 않았으면 하는 밥집이 있다면 바로 철판닭볶음밥 집이에요 얼마전 대학교 근처에서 먹고 왔다가 추억돋아서 집에서 재현해봤어요 ,[재료] 닭가슴살(또는 다른 부위) 50g| 밥 1공기| 양배추 1주먹| 김치 1주먹| 양파 1/4개| 피자치즈 1봉| 김가루 적당량 [양념 ] 고추장 1T| 간장 1T| 고춧가루 1T| 올리고당 1T| 다진마늘 1/2T| 참기름 살짝,초급,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/29/98904d4f5931be73533e54d44f769e161_m.jpg
9569,6873881,삼겹살덮밥,115819.0,17.0,7831.0,볶음,일상,돼지고기,밥/죽/떡,와..고기 야들야들한거봐.. 오늘 누울 자리는 여기다ㅠㅠㅠㅠ  세상의 모든 레시피 만개의레시피,[재료] 대패 삼겹살 200g| 양파 1/2개| 대파 1대| 밥 1공기| 식용유 약간 [양념] 설탕 1T| 간장 1/2T| 맛술 1T| 된장 1T| 다진 마늘 1/2T| 올리고당 1T| 참기름 1T| 물 2T,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/01/5f738e264f2d0ca3ddffc749071460c91_m.png
9599,6874092,옥수수치즈범벅,13707.0,0.0,662.0,비빔,간식,가공식품류,기타,캔옥수수는 한번 개봉을 하면 금방 먹어야 한다는 압박감에 아무생각 없이 만들었는데 완전 유레카에요ㅎㅎ 출출하실때 뭘 만들어 먹자니 완전 귀찮으실때 속는셈 치고 한번 만들어 보셔용~! 저는 먹어보고 고소하니 맛나서 이것 때문에 캔옥수수를 또 사왔어용ㅎㅎ,[재료] 캔옥수수 3T| 마요네즈 1T| 설탕 1/2T| 체다치즈 1장| 파마산치즈가루(생략가능) 3번톡톡,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/04/4fdfeb0bc3df981194e52c14eb07b0ff1_m.jpg
9627,6874245,카레당면덮밥,9132.0,1.0,406.0,볶음,일상,채소류,밥/죽/떡,당면을 좋아하시는 분이라면 정말 한번쯤은 도전 해보셔도 좋을법한 음식입니다~^^,[재료] 당면 1줌| 깻잎 5장| 밥 1공기| 스팸 먹을만큼| 기름 약간 [양념] 고추장 2T| 고추가루 2T| 간장 1.5T| 물엿 1T| 다진마늘 1/2숟갈| 설탕 1T| 참기름 약간| 카레가루 취향껏| 후추 약간,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/07/013309a10f67f936549f8283ae8540191_m.jpg
9655,6874433,닭고기볶음밥,12688.0,1.0,550.0,볶음,일상,닭고기,밥/죽/떡,http://blog.naver.com/chez_sophie,[재료] 다진 마늘 1/2TS| 양파 1/4개| 닭가슴살 75g| 쪽파 2대| 계란 1개| 찬밥 1공기 [소스] 피쉬소스 1TS| 굴소스 3/4TS| 설탕 1/2ts [옵션] 토마토 웨지 취향것| 오이 슬라이스 취향것| 고수 취향것,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/09/1f2101537069c98efddefe3c19ae43071_m.jpg
9689,6874810,김치비빔국수,25161.0,3.0,932.0,비빔,일상,밀가루,면/만두,입맛 없을 때 한그릇 뚝딱 만들어서 먹어 볼까요~?,[재료] 국수 소면 1인분(100g)| 김치 1/2컵| 오이 4조각| 얼음 7개 정도| 깨 조금 [국수 삶을 물] 물 1L| 찬물 1컵 [양념] 고추장 1T| 고춧가루 1/3T| 간장 1T| 설탕 1T| 식초 1~2T| 참기름 1/2~1T,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/16/d5286f058f377ec5ccfc50072e3610c61_m.jpg
9744,6875329,대패삼겹살덮밥,155546.0,4.0,8317.0,볶음,초스피드,돼지고기,밥/죽/떡,요즘 집에서 혼밥 할때가 많거든요 그렇다보니 귀찮아서 한그릇 식사 위주로 해먹거든요 원래는 콩불 하려고 사놓은 대패삼겹살인데 후다닥 뭐해먹을까 하다가 대패삼겹살 덮밥 해먹었어요~,[재료] 대패삼겹살 2줌| 양파 1/3개| 대파 1줌 [소스] 간장 2T| 설탕 1T| 청주 1T| 다진생강 1/4T| 후추 조금,초급,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/24/fa0fa49a3a1fb05dff98f4a576c196a71_m.jpg
9752,6875386,가지베이컨말이,19377.0,2.0,942.0,굽기,일상,가공식품류,밑반찬,가지가 많이 달려 먹다 지쳐갈때쯤 베이컨이랑 말아볼까?하는 생각이 들더라구요~ 간단 술안주나 별미로 한번씩 만들어드심 괜찮을것 같아 올려봅니다^^;;,[재료] 베이컨 5줄| 편으로 썬 가지 5개| 버터 조금| 머스터드소스,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/96c797c7c505c121e6a65c052d6b17f81_m.jpg
9755,6875404,새우볶음밥,36021.0,3.0,1542.0,볶음,일상,해물류,밥/죽/떡, 새우살이 탱글 탱글~ ,[재료] 손질된새우 8마리| 양파 작은 1/2개| 대파 조금| 파프리카 조금| 당근 조금 [양념] 굴소스 1큰술| 버터 1티스푼| 카놀라유 적당량| 후추 톡톡,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/26/e90f4461e8306c65f610caec1f70c0181_m.jpg
9768,6875515,마늘빵,6706.0,0.0,254.0,굽기,간식,밀가루,빵,애매하게 남은 식빵 한 쪽 게눈감추듯 사라지게하는 마법의 레시피에요. 마지막 식빵 한 쪽까지 맛있게 먹어요.,[재료] 식빵 1쪽| 버터 15g(약 1 큰 술 정도)| 설탕 1/2큰술| 다진 마늘 1작은술| 소금 1꼬집| 파슬리 2꼬집,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/28/8ec612ab317cd7707a45222346299e251_m.jpg
9791,6875750,배추된장무침,27790.0,0.0,1757.0,무침,영양식,채소류,밑반찬,구수함과 아삭함이 살아있는 알배추된장무침 알배추 이제 국만 끓이지 말고 무침으로 해먹어요.,[재료] 알배추 1/2통| 된장 1스푼| 다진마늘 1/2스푼| 대파 약간| 참기름 약간| 소금 약간| 통깨 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/24/916e3e293cc950c5cbe8f93c651479421_m.jpg
9841,6876072,가지된장덮밥,9737.0,0.0,452.0,볶음,일상,채소류,밥/죽/떡,삼시세끼 에셰프의 가지 덮밥을 보고 만들었어요.  된장으로 양념을 하니 중식느낌이 더 나네요. 만들기는 뚝딱인데  맛이 좋아서 가족들도 칭찬한 메뉴입니다. ,[재료] 가지 1개| 파 1개| 두부 1/3모 [양념] 된장 1T| 설탕(매실청) 1T| 고춧가루 0.5T| 전분가루 0.5T| 코코넛오일 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/08/db2586faad42c49dfb74866f2c9b5c9d1_m.jpg
9862,6876211,통밀쿠키,12261.0,1.0,456.0,굽기,간식,밀가루,과자,예전부터 즐겨 먹었던 다이제스티브 다이제쿠키 통밀로 만들어 더욱더 고소하고 바삭한 식감이 시판 다이제와 맛이 똑같아요.,[재료] 버터 70g| 통밀 110g| 박력분 30g| 베이킹파우더 3g| 황설탕 50g| 소금 1g| 달걀 30g| 바닐라익스트랙 약간(생략가능) [양념] 코팅용다크초콜릿 약간(생략가능),중급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/11/375f761f9462ba3f8be1b4696c3b09af1_m.jpg
9873,6876301,호박덮밥,14543.0,2.0,818.0,볶음,일상,채소류,밥/죽/떡,가을 조선호박으로 매콤하게 만들어 본 호박덮밥~ 호.박은 찌개나 전  나물 등 다양하게 요리해서 먹음 참 맛이 좋은 식재료 인데요  이번에는 다른 야채들과 함께 매콤매콤한 한그릇음식으로 만들어 봤답니다. 살캉거리게 씹히는 식감에 달큰한 뒷맛이 은근 별미랍니다.,[재료] 조선호박 1/2개| 양파 1/2개| 새송이버섯 1개 [양념] 간장 4| 참치액 1| 고춧가루 1| 참기름 1| 물 3| 다진마늘 1/2| 통깨 1큰술| 송송썬청고추 2개| 잣 2큰술,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/12/d06c4a6a3d064952e41c43850cfdbbc61_m.jpg
9910,6876572,계란국,95858.0,1.0,3599.0,끓이기,초스피드,달걀/유제품,국/탕,멸치 육수만 있음 뚝딱~! 너무 초간단이라 레시피랄것도 없지만 귀차니즘 폭팔 일땐 딱이에요^~^ 초간단으로 계란국을 만들어 보아요 :-),[재료] 멸치육수 600ml| 계란 1개| 대파 1/2줄기| 후추 2~3톡톡| 맛소금 적당량,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/16/a5e8bda2f40e012b12b60d28ce1eb7711_m.jpg
9927,6876755,김치볶음밥,289134.0,2.0,12151.0,볶음,일상,쌀,밥/죽/떡,요리 하면 백선생님을 모르는 사람이 없을정도죠^^ 레시피계에서 따라하면 실패확률이 거의 없는 금손 레시피  누구나 쉽게 만드는 TIP도 챙겨가세요!,[재료] 밥 1공기| 신김치 1/2공기| 대파 1대| 계란 1개| 기름 2T [양념장] 간장 1T| 고춧가루 1T| 참기름 1/2T [계란 밑간] 미림(맛술) 1/2T| 소금 1꼬집,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/19/96ec17e2277cd4b94694303c448fdbd11_m.jpg
9943,6876875,치킨스테이크,108542.0,10.0,8847.0,굽기,일상,닭고기,양식,안녕하세요 이번에 도전한 요리는 줄리앤줄리아에 나오는 요리에요  이번 시즌때는 줄리앤줄리아에 나온 요리들이 많이 나오는데요  제가 딱 좋아하는 요리들이 이 영화에 많이 등장하기 때문이에요    이번에 도전한 요리는 크림소스 치킨스테이크인데요  다이어트용으로 사논 닭가슴살을 이용했구요   쉽게 만들 수 있는 크림소스 레시피로 집에서도 즐기기 편하실거에요 ,[주재료] 닭가슴살 2조각| 올리브유 적당히| 파슬리 약간| 양파 1/2개| 버터 1스푼 [크림소스재료] 우유 1컵| 전분가루 2스푼| 소금 약간| 후춧가루 약간| 치킨스톡(생략가능) 1개,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/21/f18eb5188eec99631c502d61667ff5941_m.jpg
